Recensement agricole 2020; ; 
Référentiel géographique : France  par Commune 2020; ; 
Code;Libellé;SAU moyenne en 2020;SAU moyenne en 2020 - estimation (*=oui)
02460;Marcy-sous-Marle;63.1;
02461;Marest-Dampcourt;63.7;
02462;Mareuil-en-Dôle;174.1;
02463;Marfontaine;179.4;
02464;Margival;N/A - division par 0;
02465;Marigny-en-Orxois;132.2;
02466;Marizy-Sainte-Geneviève;308.6;
02467;Marizy-Saint-Mard;251.1;
02468;Marle;164.6;
02469;Marly-Gomont;52.6;
02470;Martigny;105.1;
02471;Martigny-Courpierre;72;
02472;Mauregny-en-Haye;92.4;
02473;Mayot;120;
02474;Mennessis;107.1;
02476;Mennevret;173.4;*
02477;Mercin-et-Vaux;316.8;
02478;Merlieux-et-Fouquerolles;93.6;
02480;Mesbrecourt-Richecourt;189.6;
02481;Mesnil-Saint-Laurent;233.5;
02482;Meurival;N/A - division par 0;
02483;Mézières-sur-Oise;179.2;
02484;Mézy-Moulins;9.9;
02485;Missy-aux-Bois;280.4;
02486;Missy-lès-Pierrepont;408.1;
02487;Missy-sur-Aisne;78.5;
02488;Molain;81.5;
02489;Molinchart;222.9;
02490;Monampteuil;108.6;
02491;Monceau-le-Neuf-et-Faucouzy;158.3;
02492;Monceau-lès-Leups;121.4;
02493;Monceau-le-Waast;190.4;
02494;Monceau-sur-Oise;203.3;
02495;Mondrepuis;74.1;
02496;Monnes;360.4;
02497;Mons-en-Laonnois;59.3;*
02498;Montaigu;167.9;
02499;Montbavin;92.4;
02500;Montbrehain;62.8;
02501;Montchâlons;187.8;
02502;Montcornet;210.5;
02503;Mont-d'Origny;94.7;
02504;Montescourt-Lizerolles;96;
02505;Montfaucon;121.8;
02506;Montgobert;193.2;
02507;Montgru-Saint-Hilaire;329.2;
02508;Monthenault;275.8;
02509;Monthiers;N/A - division par 0;
02510;Monthurel;29.2;
02511;Montigny-en-Arrouaise;153;
02512;Montigny-l'Allier;151.1;
02513;Montigny-le-Franc;135.5;
02514;Montigny-Lengrain;109.4;
02515;Montigny-lès-Condé;232.7;
02516;Montigny-sous-Marle;152.3;
02517;Montigny-sur-Crécy;182.2;
02518;Montlevon;133.1;
02519;Montloué;178.3;
02520;Mont-Notre-Dame;102.9;
02521;Montreuil-aux-Lions;109.8;
02522;Mont-Saint-Jean;50.4;*
02523;Mont-Saint-Martin;220.3;
02524;Mont-Saint-Père;8.4;
02525;Morcourt;53.1;
02526;Morgny-en-Thiérache;82.1;
02527;Morsain;116.9;
02528;Mortefontaine;211.8;
02529;Mortiers;147.4;
02530;Moulins;68;
02531;Moussy-Verneuil;157.3;
02532;Moÿ-de-l'Aisne;133.7;
02533;Muret-et-Crouttes;88.8;*
02534;Muscourt;145;
02535;Nampcelles-la-Cour;139.2;
02536;Nampteuil-sous-Muret;107.1;
02537;Nanteuil-la-Fosse;252.9;
02538;Nanteuil-Notre-Dame;77;
02539;Nauroy;196.7;
02540;Nesles-la-Montagne;80;
02541;Neufchâtel-sur-Aisne;192.8;
02542;Neuflieux;92.2;
02543;Neuilly-Saint-Front;223;
02544;Neuve-Maison;87.3;
02545;La Neuville-Bosmont;165.6;
02546;La Neuville-en-Beine;219.1;
02547;La Neuville-Housset;243.3;
02548;La Neuville-lès-Dorengt;50.7;
02549;Neuville-Saint-Amand;115.9;
02550;Neuville-sur-Ailette;40.2;
02551;Neuville-sur-Margival;319.2;
02552;Neuvillette;133.4;
02553;Nizy-le-Comte;133.5;
02554;Nogentel;24.3;
02555;Nogent-l'Artaud;140.8;
02556;Noircourt;80.6;
02557;Noroy-sur-Ourcq;85.3;
02558;Le Nouvion-en-Thiérache;43.5;
02559;Nouvion-et-Catillon;148;
02560;Nouvion-le-Comte;69;
02561;Nouvion-le-Vineux;4.6;
02562;Nouvron-Vingré;159.7;
02563;Noyales;173.1;
02564;Noyant-et-Aconin;174.1;
02565;Œuilly;N/A - division par 0;
02566;Ognes;133.3;
02567;Ohis;68;
02568;Oigny-en-Valois;54.6;
02569;Oisy;113;
02570;Ollezy;269.2;
02571;Omissy;73.6;
02572;Orainville;156.7;
02573;Orgeval;347.4;
02574;Origny-en-Thiérache;91.2;
02575;Origny-Sainte-Benoite;98.3;
02576;Osly-Courtil;87.6;
02577;Ostel;142.2;
02578;Oulches-la-Vallée-Foulon;155.3;*
02579;Oulchy-la-Ville;137.3;
02580;Oulchy-le-Château;208.2;
02581;Paars;146.8;
02582;Paissy;281.2;
02583;Pancy-Courtecon;N/A - division par 0;
02584;Papleux;49.6;
02585;Parcy-et-Tigny;230.3;
02586;Parfondeval;129.6;
02587;Parfondru;156.7;
02588;Pargnan;N/A - division par 0;
02589;Pargny-Filain;229.6;
02590;Pargny-la-Dhuys;120.4;
02591;Pargny-les-Bois;50;*
02592;Parpeville;137.1;
02593;Pasly;142.4;
02594;Passy-en-Valois;253.5;
02595;Passy-sur-Marne;4.1;
02596;Pavant;2.9;
02598;Pernant;206.6;
02599;Pierremande;101.5;
02600;Pierrepont;253.8;
02601;Pignicourt;183.5;
02602;Pinon;N/A - division par 0;
02604;Pithon;N/A - division par 0;
02605;Pleine-Selve;186;
02606;Le Plessier-Huleu;209.7;
02607;Ploisy;358.6;
02608;Plomion;63;
02609;Ployart-et-Vaurseine;N/A - division par 0;
02610;Pommiers;268.5;
02612;Pont-Arcy;72.3;
02613;Pontavert;199.2;
02614;Pontru;141.7;
02615;Pontruet;90.8;
02616;Pont-Saint-Mard;159;
02617;Pouilly-sur-Serre;130.1;
02618;Prémont;70.2;
02619;Prémontré;73.7;
02620;Presles-et-Boves;36.9;
02621;Presles-et-Thierny;N/A - division par 0;
02622;Priez;235.7;
02623;Prisces;108.2;
02624;Proisy;173.5;
02625;Proix;163.7;
02626;Prouvais;163.8;
02627;Proviseux-et-Plesnoy;193.3;
02628;Puiseux-en-Retz;120.3;
02629;Puisieux-et-Clanlieu;128.3;
02631;Quierzy;89.8;
02632;Quincy-Basse;219.2;
02633;Quincy-sous-le-Mont;181.1;
02634;Raillimont;66.1;
02635;Ramicourt;103.5;
02636;Regny;86.5;
02637;Remaucourt;324.6;
02638;Remies;121.4;
02639;Remigny;153.9;
02640;Renansart;190.2;
02641;Renneval;50.1;
02642;Résigny;199.1;
02643;Ressons-le-Long;133.2;
02644;Retheuil;113.2;
02645;Reuilly-Sauvigny;6.2;
02647;Ribeauville;87.5;
02648;Ribemont;131.8;
02649;Rocourt-Saint-Martin;214.5;
02650;Rocquigny;84.6;
02651;Rogécourt;296.5;
02652;Rogny;138.7;
02653;Romeny-sur-Marne;21.2;
02654;Romery;69.4;
02655;Ronchères;143.5;
02656;Roucy;188.3;
02657;Rougeries;95.6;
02658;Roupy;218.4;
02659;Rouvroy;95.3;
02660;Rouvroy-sur-Serre;80.8;
02661;Royaucourt-et-Chailvet;1.5;
02662;Rozet-Saint-Albin;151.7;
02663;Rozières-sur-Crise;195.5;
02664;Rozoy-Bellevalle;101.5;
02665;Grand-Rozoy;166.7;
02666;Rozoy-sur-Serre;100.8;
02667;Saconin-et-Breuil;250.8;
02668;Sains-Richaumont;70.3;
02670;Saint-Algis;113.1;
02671;Saint-Aubin;268.6;
02672;Saint-Bandry;209.5;
02673;Saint-Christophe-à-Berry;143.5;
02674;Saint-Clément;98.2;
02675;Sainte-Croix;41.5;
02676;Saint-Erme-Outre-et-Ramecourt;119.2;
02677;Saint-Eugène;102.4;
02678;Sainte-Geneviève;104.2;
02679;Saint-Gengoulph;141.3;
02680;Saint-Gobain;49.8;*
02681;Saint-Gobert;58.3;
02682;Saint-Mard;129.1;
02683;Saint-Martin-Rivière;66.4;
02684;Saint-Michel;167.7;
02685;Saint-Nicolas-aux-Bois;N/A - division par 0;
02686;Saint-Paul-aux-Bois;57;
02687;Saint-Pierre-Aigle;128.3;
02688;Saint-Pierre-lès-Franqueville;140.9;
02689;Saint-Pierremont;128.2;
02690;Sainte-Preuve;162.5;
02691;Saint-Quentin;110.9;
02693;Saint-Rémy-Blanzy;200.3;
02694;Saint-Simon;163.7;
02695;Saint-Thibaut;135.9;
02696;Saint-Thomas;201.8;*
02697;Samoussy;259;
02698;Sancy-les-Cheminots;149.4;
02699;Saponay;491;
02701;Saulchery;3.8;
02702;Savy;143;
02703;Seboncourt;120.6;
02704;Selens;200;
02705;La Selve;115.9;
02706;Septmonts;N/A - division par 0;
02707;Septvaux;82.2;
02708;Sequehart;218.9;
02709;Serain;96;
02710;Seraucourt-le-Grand;945.6;
02711;Serches;147.5;
02712;Sergy;148.9;
02713;Seringes-et-Nesles;192.5;
02714;Sermoise;180.2;
02715;Serval;N/A - division par 0;
02716;Servais;N/A - division par 0;
02717;Séry-lès-Mézières;97.4;
02718;Silly-la-Poterie;N/A - division par 0;
02719;Sinceny;52.9;*
02720;Sissonne;139.5;
02721;Sissy;117.2;
02722;Soissons;198.4;
02723;Soize;193.5;
02724;Sommelans;188.8;
02725;Sommeron;66.8;
02726;Sommette-Eaucourt;118.4;
02727;Sons-et-Ronchères;169.9;
02728;Sorbais;71.1;
02729;Soucy;167.2;
02730;Soupir;200.5;
02731;Le Sourd;225.7;
02732;Surfontaine;110.7;
02734;Taillefontaine;115.1;
02735;Tannières;212.3;
02736;Tartiers;149.5;
02737;Tavaux-et-Pontséricourt;204.1;
02738;Tergnier;147.6;
02739;Terny-Sorny;138.2;
02740;Thenailles;90.4;
02741;Thenelles;71.1;
02742;Thiernu;221.3;
02743;Le Thuel;164.1;
02744;Torcy-en-Valois;132.7;
02745;Toulis-et-Attencourt;196.4;
02746;Travecy;179.4;
02747;Trefcon;214.1;
02748;Trélou-sur-Marne;6.3;
02749;Troësnes;163.7;
02750;Trosly-Loire;162.6;
02751;Trucy;64.6;
02752;Tugny-et-Pont;104.8;
02753;Tupigny;163.7;
02754;Ugny-le-Gay;53.1;
02755;Urcel;N/A - division par 0;
02756;Urvillers;62.9;
02757;Vadencourt;83.5;
02758;Vailly-sur-Aisne;158.9;
02759;La Vallée-au-Blé;88.2;*
02760;La Vallée-Mulâtre;112.2;
02761;Variscourt;105.3;
02762;Vassens;85.7;
02763;Vasseny;N/A - division par 0;
02764;Vassogne;61.1;
02765;Vaucelles-et-Beffecourt;66.8;
02766;Vaudesson;182.9;
02767;Vauxrezis;59.4;
02768;Vauxaillon;81.8;
02769;Vaux-Andigny;117.7;
02770;Vauxbuin;199;
02772;Vaux-en-Vermandois;147.8;
02773;Vauxtin;32;
02774;Vendelles;173.7;
02775;Vendeuil;191.9;
02776;Vendhuile;123.9;
02777;Vendières;231.5;
02778;Vendresse-Beaulne;178.6;
02779;Vénérolles;62;
02780;Venizel;150.3;
02781;Verdilly;27.1;
02782;Le Verguier;157.5;
02783;Grand-Verly;44.7;
02784;Petit-Verly;120.3;
02785;Vermand;155.9;
02786;Verneuil-sous-Coucy;7;
02787;Verneuil-sur-Serre;118.9;
02788;Versigny;68.6;
02789;Vervins;133;
02790;Vesles-et-Caumont;159.8;
02791;Veslud;N/A - division par 0;
02792;Veuilly-la-Poterie;114.7;
02793;Vézaponin;151.3;
02794;Vézilly;16.6;
02795;Vic-sur-Aisne;N/A - division par 0;
02796;Vichel-Nanteuil;150.2;
02797;Viel-Arcy;11.6;
02798;Viels-Maisons;190.4;
02799;Vierzy;236.8;
02800;Viffort;128.6;
02801;Vigneux-Hocquet;100.9;
02802;La Ville-aux-Bois-lès-Dizy;235.3;
02803;La Ville-aux-Bois-lès-Pontavert;376.6;
02804;Villemontoire;177.3;
02805;Villeneuve-Saint-Germain;133.1;
02806;Villeneuve-sur-Fère;57.9;
02807;Villequier-Aumont;92.9;
02808;Villeret;248.7;
02809;Villers-Agron-Aiguizy;239.2;
02810;Villers-Cotterêts;155;
02812;Villers-Hélon;170;
02813;Villers-le-Sec;148.2;
02814;Villers-lès-Guise;96.4;
02815;Villers-Saint-Christophe;218.8;
02816;Villers-sur-Fère;197;
02817;Ville-Savoye;N/A - division par 0;
02818;Villiers-Saint-Denis;3.1;
02819;Vincy-Reuil-et-Magny;142.6;
02820;Viry-Noureuil;93;
02821;Vivaise;351.8;
02822;Vivières;202.5;
02823;Voharies;159.2;
02824;Vorges;N/A - division par 0;
02826;Voulpaix;127.8;
02827;Voyenne;213.4;
02828;Vregny;117.2;
02829;Vuillery;N/A - division par 0;
02830;Wassigny;70.2;
02831;Watigny;64.8;
02832;Wiège-Faty;91;
02833;Wimy;110.1;
02834;Wissignicourt;255.2;
03001;Abrest;19.8;
03002;Agonges;109.2;
03003;Ainay-le-Château;108.9;
03004;Andelaroche;136.5;
03005;Archignat;136.7;
03006;Arfeuilles;73.8;
03007;Arpheuilles-Saint-Priest;146.7;
03008;Arronnes;56.7;
03009;Aubigny;108.1;
03010;Audes;98.2;
03011;Aurouër;112.2;
03012;Autry-Issards;83.8;
03013;Avermes;48.2;
03014;Avrilly;107.2;
03015;Bagneux;101.1;
03016;Barberier;153.8;
03017;Barrais-Bussolles;82.2;
03018;Bayet;92.9;
03019;Beaulon;126.8;
03020;Beaune-d'Allier;74.1;
03021;Bègues;58.2;
03022;Bellenaves;96.6;
03023;Bellerive-sur-Allier;25.5;
03024;Bert;106.2;
03025;Bessay-sur-Allier;167.9;
03026;Besson;149.7;
03027;Bézenet;84.3;
03028;Billezois;83.5;
03029;Billy;100.2;
03030;Biozat;46.9;*
03031;Bizeneuille;154.6;
03032;Blomard;100.5;
03033;Bost;83.3;
03034;Boucé;134.5;
03035;Le Bouchaud;123.5;
03036;Bourbon-l'Archambault;95.4;
03037;Braize;57.5;
03038;Bransat;69.4;
03039;Bresnay;95.6;
03040;Bressolles;104.8;
03041;Le Brethon;93.3;
03042;Le Breuil;88.2;
03043;Broût-Vernet;67.6;
03044;Brugheas;127.8;
03045;Busset;72.4;
03046;Buxières-les-Mines;135.7;
03047;La Celle;102.1;
03048;Cérilly;85.4;
03049;Cesset;69.3;
03050;La Chabanne;52.1;
03051;Chambérat;133.7;
03052;Chamblet;136;
03053;Chantelle;223.3;
03054;Chapeau;124.7;
03055;La Chapelaude;118.3;
03056;La Chapelle;66.8;
03057;La Chapelle-aux-Chasses;93;
03058;Chappes;111.7;
03059;Chareil-Cintrat;92.3;
03060;Charmeil;83.5;
03061;Charmes;86.6;
03062;Charroux;105.6;
03063;Chassenard;112.3;
03064;Château-sur-Allier;131.4;
03065;Châtel-de-Neuvre;90.6;
03066;Châtel-Montagne;55.3;
03067;Châtelperron;96.8;
03068;Châtelus;101.2;
03069;Châtillon;111.2;
03070;Chavenon;167.1;
03071;Chavroches;112.6;
03072;Chazemais;113.7;
03073;Chemilly;128;
03074;Chevagnes;142.6;
03075;Chezelle;131.6;
03076;Chézy;205.6;
03077;Chirat-l'Église;107.5;
03078;Chouvigny;74.7;
03079;Cindré;190.2;
03080;Cognat-Lyonne;133.2;
03081;Colombier;77.5;
03082;Commentry;48.4;
03083;Contigny;161.5;
03084;Cosne-d'Allier;68.1;
03085;Coulandon;71.4;
03086;Coulanges;206.2;
03087;Couleuvre;112.1;
03088;Courçais;95.3;
03089;Coutansouze;119.1;
03090;Couzon;166.8;
03091;Créchy;79.8;
03092;Cressanges;120.4;
03093;Creuzier-le-Neuf;53.4;
03094;Creuzier-le-Vieux;79.4;*
03095;Cusset;70.9;
03096;Deneuille-lès-Chantelle;85.6;
03097;Deneuille-les-Mines;125.5;
03098;Désertines;N/A - division par 0;
03099;Deux-Chaises;120.3;
03100;Diou;143.7;
03101;Domérat;99.5;
03102;Dompierre-sur-Besbre;120;
03103;Le Donjon;117.3;
03104;Doyet;129.6;
03105;Droiturier;30.8;
03106;Durdat-Larequille;106.3;
03107;Ébreuil;115.5;
03108;Échassières;90.5;
03109;Escurolles;118.3;
03110;Espinasse-Vozelle;61.1;
03111;Estivareilles;111.5;
03112;Étroussat;142.9;
03113;Ferrières-sur-Sichon;74.6;
03114;La Ferté-Hauterive;173.6;
03115;Fleuriel;125.9;
03116;Fourilles;403.5;
03117;Franchesse;96.5;
03118;Gannat;66.2;
03119;Gannay-sur-Loire;188.7;
03120;Garnat-sur-Engièvre;105.7;
03121;Gennetines;130.8;
03122;Gipcy;137.6;
03124;Gouise;126.4;
03125;La Guillermie;105.9;
03126;Hauterive;147.5;*
03127;Hérisson;106.4;
03128;Huriel;65.8;
03129;Hyds;86.7;
03130;Isle-et-Bardais;102.3;
03131;Isserpent;119.1;
03132;Jaligny-sur-Besbre;78.3;
03133;Jenzat;105.6;
03134;Laféline;127;
03135;Lalizolle;66.9;
03136;Lamaids;78.8;
03137;Langy;99.9;
03138;Lapalisse;100.2;
03139;Laprugne;71;
03140;Lavault-Sainte-Anne;79.1;
03141;Lavoine;35.4;
03142;Lenax;80.6;
03143;Lételon;162.6;
03144;Liernolles;138.4;
03145;Lignerolles;80.6;
03146;Limoise;116.1;
03147;Loddes;101.4;
03148;Loriges;96.5;
03149;Louchy-Montfand;103.5;
03150;Louroux-Bourbonnais;102.2;
03151;Louroux-de-Beaune;89.1;
03152;Louroux-de-Bouble;110.3;
03154;Luneau;124.9;
03155;Lurcy-Lévis;160.1;
03156;Lusigny;112.3;
03157;Magnet;39;
03158;Haut-Bocage;139.5;
03159;Malicorne;211.8;
03160;Marcenat;144.6;
03161;Marcillat-en-Combraille;141.5;
03162;Marigny;81.8;
03163;Mariol;94.5;
03164;Le Mayet-d'École;117.9;
03165;Le Mayet-de-Montagne;88.9;
03166;Mazerier;94;
03167;Mazirat;141.2;
03168;Meaulne-Vitray;93.7;
03169;Meillard;131.9;
03170;Meillers;142.8;
03171;Mercy;132.1;
03172;Mesples;141.2;
03173;Molinet;176.9;
03174;Molles;83.4;
03175;Monestier;75.2;
03176;Monétay-sur-Allier;127;
03177;Monétay-sur-Loire;140.1;
03178;Montaiguët-en-Forez;126.9;
03179;Montaigu-le-Blin;126.7;
03180;Montbeugny;91.8;
03181;Montcombroux-les-Mines;131.4;
03182;Monteignet-sur-l'Andelot;108.8;
03183;Le Montet;70.2;
03184;Montilly;111.2;
03185;Montluçon;2.9;
03186;Montmarault;201.9;
03187;Montoldre;89.8;
03188;Montord;112.7;
03189;Montvicq;163.2;
03190;Moulins;128.4;
03191;Murat;115.6;
03192;Nades;98.7;
03193;Nassigny;125.8;
03194;Naves;24.4;
03195;Néris-les-Bains;123.5;
03196;Neuilly-en-Donjon;135.4;
03197;Neuilly-le-Réal;180.1;
03198;Neure;95.7;
03200;Neuvy;58.3;
03201;Nizerolles;109.2;
03202;Noyant-d'Allier;129.7;
03203;Paray-le-Frésil;120.3;
03204;Paray-sous-Briailles;185.7;
03205;Périgny;106.1;
03206;La Petite-Marche;78.1;
03207;Pierrefitte-sur-Loire;170.8;
03208;Le Pin;80.1;
03209;Poëzat;153.8;
03210;Pouzy-Mésangy;114.9;
03211;Prémilhat;93.5;
03212;Quinssaines;113.5;
03213;Reugny;166.7;
03214;Rocles;150.6;
03215;Rongères;117.8;
03216;Ronnet;122.3;
03217;Saint-Angel;136.9;
03218;Saint-Aubin-le-Monial;106.6;
03219;Saint-Bonnet-de-Four;113.5;
03220;Saint-Bonnet-de-Rochefort;77.1;
03221;Saint-Bonnet-Tronçais;115;
03222;Saint-Caprais;279.4;
03223;Saint-Christophe;105.1;
03224;Saint-Clément;52.6;
03225;Saint-Désiré;110.7;
03226;Saint-Didier-en-Donjon;154.9;
03227;Saint-Didier-la-Forêt;88.7;
03228;Saint-Éloy-d'Allier;83.2;
03229;Saint-Ennemond;127.4;
03230;Saint-Étienne-de-Vicq;175.9;
03231;Saint-Fargeol;98.8;
03232;Saint-Félix;177.3;
03233;Saint-Genest;65.6;
03234;Saint-Gérand-de-Vaux;115.2;
03235;Saint-Gérand-le-Puy;137;
03236;Saint-Germain-des-Fossés;97.1;
03237;Saint-Germain-de-Salles;108.6;
03238;Saint-Hilaire;56.9;
03239;Saint-Léger-sur-Vouzance;90.4;
03240;Saint-Léon;99.3;
03241;Saint-Léopardin-d'Augy;95.5;
03242;Saint-Loup;91.9;
03243;Saint-Marcel-en-Murat;91.6;
03244;Saint-Marcel-en-Marcillat;91;
03245;Saint-Martin-des-Lais;152.7;
03246;Saint-Martinien;72.4;
03247;Saint-Menoux;68.7;
03248;Saint-Nicolas-des-Biefs;22.4;
03249;Saint-Palais;132.9;
03250;Saint-Pierre-Laval;74.8;
03251;Saint-Plaisir;125.8;
03252;Saint-Pont;61.4;
03253;Saint-Pourçain-sur-Besbre;83.3;
03254;Saint-Pourçain-sur-Sioule;74.2;
03255;Saint-Priest-d'Andelot;79.6;
03256;Saint-Priest-en-Murat;94.4;
03257;Saint-Prix;83.6;
03258;Saint-Rémy-en-Rollat;71.3;
03259;Saint-Sauvier;87.5;
03260;Saint-Sornin;107.1;
03261;Sainte-Thérence;127.8;
03262;Saint-Victor;154.9;
03263;Saint-Voir;108.5;
03264;Saint-Yorre;35;
03265;Saligny-sur-Roudon;113.5;
03266;Sanssat;196.3;
03267;Saulcet;93.8;
03268;Saulzet;102.7;
03269;Sauvagny;140.6;
03270;Sazeret;150.4;
03271;Serbannes;66.3;
03272;Servilly;83;
03273;Seuillet;47.8;
03274;Sorbier;189.1;
03275;Souvigny;96.8;
03276;Sussat;102.2;
03277;Target;145.7;
03278;Taxat-Senat;137.4;
03279;Teillet-Argenty;102.6;
03280;Terjat;167.6;
03281;Le Theil;161.9;
03282;Theneuille;86.2;
03283;Thiel-sur-Acolin;130;
03284;Thionne;92.1;
03285;Tortezais;101.7;
03286;Toulon-sur-Allier;86.6;
03287;Treban;107.4;
03288;Treignat;154.9;
03289;Treteau;88.7;
03290;Trévol;87;
03291;Trézelles;125.8;
03292;Tronget;82;
03293;Urçay;101.2;
03294;Ussel-d'Allier;143.2;
03295;Valignat;18.3;
03296;Valigny;89.1;
03297;Vallon-en-Sully;144.5;
03298;Varennes-sur-Allier;194.7;
03299;Varennes-sur-Tèche;140.9;
03300;Vaumas;107.5;
03301;Vaux;121.2;
03302;Veauce;53.3;
03303;Venas;162.2;
03304;Vendat;102.5;
03305;Verneix;130.6;
03306;Le Vernet;105.7;
03307;Verneuil-en-Bourbonnais;133.8;
03308;Vernusse;115.1;
03309;Le Veurdre;181;
03310;Vichy;N/A - division par 0;
03311;Vicq;124.4;
03312;Vieure;123.4;
03313;Le Vilhain;94.8;
03314;Villebret;102.2;
03315;Villefranche-d'Allier;136.7;
03316;Villeneuve-sur-Allier;119.7;
03317;Viplaix;126.6;
03319;Voussac;89.3;
03320;Ygrande;114.2;
03321;Yzeure;104.2;
04001;Aiglun;62.5;
04004;Allemagne-en-Provence;84.6;
04005;Allons;382;
04006;Allos;245.9;
04007;Angles;187;
04008;Annot;164;
04009;Archail;N/A - division par 0;
04012;Aubenas-les-Alpes;67.4;
04013;Aubignosc;119.3;
04016;Authon;113.8;
04017;Auzet;99.8;
04018;Banon;82.4;
04019;Barcelonnette;154;
04020;Barles;212.7;
04021;Barras;70.1;
04022;Barrême;129.9;
04023;Bayons;131.8;
04024;Beaujeu;100.8;
04025;Beauvezer;225.4;
04026;Bellaffaire;86.3;
04027;Bevons;76.7;
04028;Beynes;65.1;
04030;Blieux;150.1;
04031;Bras-d'Asse;100.1;
04032;Braux;3;
04033;Ubaye-Serre-Ponçon;94.6;
04034;La Brillanne;24.2;
04035;Brunet;140.6;
04036;Le Brusquet;42.4;
04037;Le Caire;80.1;
04039;Castellane;103.9;
04040;Le Castellard-Mélan;80.9;
04041;Le Castellet;74.2;
04042;Castellet-lès-Sausses;49.4;
04043;Val-de-Chalvagne;3;
04045;Céreste;73.9;
04046;Le Chaffaut-Saint-Jurson;116.8;
04047;Champtercier;140.3;
04049;Château-Arnoux-Saint-Auban;44.3;
04050;Châteaufort;78.9;
04051;Châteauneuf-Miravail;63.5;
04053;Châteauneuf-Val-Saint-Donat;93.4;
04054;Châteauredon;10.2;
04055;Chaudon-Norante;130.2;
04057;Clamensane;49.6;
04058;Claret;68.3;*
04059;Clumanc;106.5;
04061;Colmars;82.9;
04062;La Condamine-Châtelard;96.9;
04063;Corbières-en-Provence;143.1;
04065;Cruis;47.5;
04066;Curbans;30.3;
04067;Curel;104.8;
04068;Dauphin;128.3;
04069;Demandolx;11.7;
04070;Digne-les-Bains;79.3;
04072;Draix;864.4;
04073;Enchastrayes;71.2;
04074;Entrages;301.8;
04075;Entrepierres;53.5;
04076;Entrevaux;39;
04077;Entrevennes;83.6;
04079;L'Escale;58.6;
04081;Esparron-de-Verdon;64.8;
04084;Estoublon;19.4;
04085;Faucon-du-Caire;142;
04086;Faucon-de-Barcelonnette;55.3;
04087;Fontienne;25.6;
04088;Forcalquier;44.1;
04090;Le Fugeret;58.6;
04091;Ganagobie;124.9;
04092;La Garde;23.8;
04093;Gigors;23.8;*
04094;Gréoux-les-Bains;48.4;
04095;L'Hospitalet;25.5;
04096;Jausiers;64.3;
04097;La Javie;97.8;
04099;Lambruisse;232.9;
04101;Lardiers;116.1;
04102;Le Lauzet-Ubaye;105.1;
04104;Limans;160.5;
04106;Lurs;46.3;
04107;Majastres;68.5;*
04108;Malijai;25.3;
04109;Mallefougasse-Augès;108.7;
04110;Mallemoisson;80.5;
04111;Mane;57.5;
04112;Manosque;19.9;
04113;Marcoux;72.3;
04115;Méailles;14.1;
04116;Les Mées;31.7;
04118;Melve;76.7;
04120;Val d'Oronaye;222.4;
04121;Mézel;49.8;
04122;Mirabeau;60;
04123;Mison;62.2;
04124;Montagnac-Montpezat;105.2;
04126;Montclar;58.6;
04127;Montfort;N/A - division par 0;
04128;Montfuron;59.3;*
04129;Montjustin;209.6;
04130;Montlaux;66.5;*
04132;Montsalier;82.9;
04133;Moriez;90.4;
04134;La Motte-du-Caire;27.8;
04135;Moustiers-Sainte-Marie;80.8;
04136;La Mure-Argens;55.5;
04137;Nibles;73;
04138;Niozelles;72.4;
04139;Noyers-sur-Jabron;187.2;
04140;Les Omergues;39.1;
04141;Ongles;85.1;*
04142;Oppedette;12.6;*
04143;Oraison;53.9;
04144;La Palud-sur-Verdon;116.2;
04145;Peipin;39.7;
04148;Peyroules;60.6;
04149;Peyruis;41.1;
04150;Piégut;51.5;
04151;Pierrerue;71.2;
04152;Pierrevert;68.3;
04154;Pontis;67.3;
04155;Prads-Haute-Bléone;152.9;
04156;Puimichel;65.9;
04157;Puimoisson;86.9;
04158;Quinson;46.7;
04159;Redortiers;96.9;
04160;Reillanne;78.6;
04161;Méolans-Revel;31.1;
04162;Revest-des-Brousses;81;
04163;Revest-du-Bion;125.6;
04164;Revest-Saint-Martin;143;
04166;Riez;108.2;
04167;La Robine-sur-Galabre;50;
04169;La Rochegiron;78.9;
04170;La Rochette;148.3;
04171;Rougon;0.1;
04172;Roumoules;81.3;
04173;Saint-André-les-Alpes;30.1;
04174;Saint-Benoît;83.5;*
04175;Sainte-Croix-à-Lauze;78.1;
04176;Sainte-Croix-du-Verdon;69.6;
04177;Hautes-Duyes;85.6;*
04178;Saint-Étienne-les-Orgues;75.8;
04179;Saint-Geniez;92.2;
04180;Saint-Jacques;56.2;
04181;Saint-Jeannet;150.7;
04182;Saint-Julien-d'Asse;61.9;
04183;Saint-Julien-du-Verdon;192;
04184;Saint-Jurs;123.6;
04186;Saint-Laurent-du-Verdon;74.5;
04187;Saint-Lions;265;
04188;Saint-Maime;27.7;*
04189;Saint-Martin-de-Brômes;73.2;
04190;Saint-Martin-les-Eaux;71.5;
04191;Saint-Martin-lès-Seyne;132.8;
04192;Saint-Michel-l'Observatoire;56.3;
04193;Saint-Paul-sur-Ubaye;73;
04194;Saint-Pierre;155.3;
04195;Saint-Pons;160.4;
04197;Sainte-Tulle;59.5;
04199;Saint-Vincent-sur-Jabron;85.4;
04200;Salignac;88.4;
04201;Saumane;127.3;
04202;Sausses;58.8;
04203;Selonnet;69.4;
04204;Senez;141.5;
04205;Seyne;98.9;
